  2727 -4.271679E-02 4.915415E-02 0.000000E+00 1.246863E-01
     1 8.000000E-04 3.687113E-02 3.249500E-02 5.717351E-02
     2 8.000000E-04 3.090113E-02 2.103669E-02 9.270011E-02
     3 8.000000E-04 4.314943E-02 -1.411610E-03 8.374182E-02
     4 8.000000E-04 -1.697548E-02 5.641330E-02 3.193521E-02
     5 8.000000E-04 -1.113548E-02 -2.851609E-03 1.177384E-01
     6 8.000000E-04 6.382824E-03 1.457669E-02 1.191084E-01
     7 8.000000E-04 1.302282E-02 2.685500E-02 1.112284E-01
     8 8.000000E-04 1.810282E-02 2.578391E-03 6.252351E-02
     9 8.000000E-04 -6.275477E-03 1.472003E-02 9.774012E-02
    10 8.000000E-04 -6.715477E-03 3.225500E-02 3.897521E-02
    11 8.000000E-04 -2.782144E-03 1.652003E-02 9.841011E-02
    12 8.000000E-04 -2.916378E-02 3.078500E-02 5.028351E-02
    13 8.000000E-04 -2.861378E-02 2.279669E-02 8.658012E-02
    14 8.000000E-04 -2.519378E-02 -6.471652E-02 5.659351E-02
    15 8.000000E-04 9.745223E-04 -6.459652E-02 4.963351E-02
    16 8.000000E-04 8.886158E-03 -3.989488E-02 9.347345E-02
    17 8.000000E-04 2.070949E-02 -4.025821E-02 6.397571E-02
    18 8.000000E-04 -1.300548E-02 -3.917821E-02 6.874182E-02
    19 8.000000E-04 3.706113E-02 2.213669E-02 9.245512E-02
    20 8.000000E-04 1.976882E-02 3.855300E-02 6.890781E-02
    21 8.000000E-04 1.376282E-02 -4.730821E-02 7.461181E-02
    22 8.000000E-04 1.356949E-02 -6.198318E-02 8.068515E-02
    23 8.000000E-04 3.098113E-02 -5.770652E-02 5.993351E-02
    24 8.000000E-04 -1.595548E-02 5.666830E-02 8.093682E-02
    25 8.000000E-04 -2.906378E-02 4.785330E-02 5.658351E-02
    26 8.000000E-04 -1.207348E-02 3.257100E-02 1.070824E-01
    27 8.000000E-04 -2.689092E-02 -4.573250E-02 9.601583E-02
    28 8.000000E-04 4.909443E-02 1.655170E-02 8.692512E-02
    29 8.000000E-04 2.430256E-02 -3.975895E-03 1.007230E-01
    30 8.000000E-04 2.215352E-02 -6.361609E-03 8.115610E-02
    31 8.000000E-04 3.745113E-02 -2.024769E-02 9.467123E-02
    32 8.000000E-04 2.571113E-02 -4.861610E-03 9.853512E-02
    33 8.000000E-04 2.937425E-02 -1.507877E-02 9.366137E-02
    34 8.000000E-04 -2.322045E-02 6.340028E-03 8.090182E-02
    35 8.000000E-04 -2.721878E-02 -3.571610E-03 6.209851E-02
    36 8.000000E-04 1.390882E-02 3.197700E-02 5.010151E-02
    37 8.000000E-04 1.235282E-02 -5.431821E-02 3.792521E-02
    38 8.000000E-04 2.478113E-02 -1.269161E-02 4.533351E-02
    39 8.000000E-04 -5.980478E-03 1.538170E-02 5.072851E-02
    40 8.000000E-04 -1.107548E-02 1.733669E-02 4.462351E-02
    41 8.000000E-04 3.189337E-02 2.724672E-02 8.707994E-02
    42 8.000000E-04 2.766597E-02 2.711314E-02 8.756161E-02
    43 8.000000E-04 1.445254E-02 2.725900E-02 1.053667E-01
    44 8.000000E-04 2.098559E-02 2.664500E-02 8.708345E-02
    45 8.000000E-04 1.316394E-02 3.348722E-02 9.777012E-02
    46 8.000000E-04 1.503328E-02 2.946018E-02 9.394720E-02
    47 8.000000E-04 1.524888E-02 2.907120E-02 8.981845E-02
    48 8.000000E-04 1.411098E-02 2.747347E-02 1.030088E-01
    49 8.000000E-04 1.315032E-02 2.558585E-02 1.107909E-01
    50 8.000000E-04 1.999282E-02 2.176241E-02 9.872012E-02
    51 8.000000E-04 2.358240E-02 5.074400E-02 5.696478E-02
    52 8.000000E-04 1.357331E-02 5.369487E-02 5.719833E-02
    53 8.000000E-04 4.337693E-02 2.739666E-02 6.814598E-02
    54 8.000000E-04 4.356915E-02 2.739549E-02 7.032314E-02
    55 8.000000E-04 4.369587E-02 2.513630E-02 6.977429E-02
    56 8.000000E-04 4.315693E-02 1.691170E-02 1.014976E-01
    57 8.000000E-04 4.540199E-02 1.688439E-02 8.904806E-02
    58 8.000000E-04 4.168217E-02 1.343045E-02 8.744012E-02
    59 8.000000E-04 1.343282E-02 -4.613155E-02 8.545012E-02
    60 8.000000E-04 1.354660E-02 -4.127310E-02 8.840800E-02
    61 8.000000E-04 4.079565E-02 2.818338E-02 7.053741E-02
