   293 -3.994611E-02 4.379839E-02 0.000000E+00 1.268977E-01
     1 8.000000E-04 2.915755E-02 3.207677E-02 7.372189E-02
     2 8.000000E-04 3.892619E-02 3.130689E-02 5.759285E-02
     3 8.000000E-04 3.973921E-02 1.463919E-02 9.967577E-02
     4 8.000000E-04 2.452391E-02 -5.820154E-02 6.913809E-02
     5 8.000000E-04 3.849273E-02 -1.983030E-02 8.895811E-02
     6 8.000000E-04 2.897370E-02 -3.021040E-02 9.467981E-02
     7 8.000000E-04 3.179617E-02 -2.265449E-02 9.905750E-02
     8 8.000000E-04 2.848522E-02 -5.173567E-02 4.879850E-02
     9 8.000000E-04 2.688802E-02 -5.253217E-02 5.557593E-02
    10 8.000000E-04 4.010344E-02 2.837447E-02 5.924270E-02
    11 8.000000E-04 4.347098E-02 1.746568E-02 8.692033E-02
    12 8.000000E-04 4.134244E-02 2.241892E-02 7.161971E-02
    13 8.000000E-04 4.379839E-02 1.288326E-02 8.576540E-02
    14 8.000000E-04 4.022639E-02 -3.184031E-03 8.409666E-02
    15 8.000000E-04 2.985341E-02 8.691535E-03 8.841437E-02
    16 8.000000E-04 4.272927E-02 9.396429E-03 7.392461E-02
    17 8.000000E-04 2.522968E-02 -6.441138E-02 6.958433E-02
    18 8.000000E-04 2.893423E-02 1.709881E-02 5.137950E-02
    19 8.000000E-04 3.916438E-02 6.205975E-03 5.081669E-02
    20 8.000000E-04 3.901969E-02 4.625584E-03 5.497017E-02
    21 8.000000E-04 2.591768E-02 4.865212E-02 5.486889E-02
    22 8.000000E-04 2.594466E-02 4.473913E-02 5.127707E-02
    23 8.000000E-04 -2.532870E-02 -6.337449E-02 7.723887E-02
    24 8.000000E-04 -1.191344E-02 6.764294E-03 1.129734E-01
    25 8.000000E-04 -1.709823E-02 -5.096692E-02 6.202917E-02
    26 8.000000E-04 -3.540197E-03 6.889449E-03 1.137467E-01
    27 8.000000E-04 -1.436366E-02 6.696785E-02 5.933771E-02
    28 8.000000E-04 -4.536295E-04 -5.269734E-02 8.536054E-02
    29 8.000000E-04 -1.543966E-02 9.310494E-03 1.082827E-01
